mu_list,td_list,n_list,idx,m1,m2,a1,a2,Dl_s,z_merge,duration_time,SNR,z_lens_sbh,z_lens_hh,Signal_1,Signal_2,Signal_3,Signal_4,Signal_5
"[-1.89027, 1.80992, 0.000353346]","[1527178.0, 0.0, 2571661.0]","[0.5,0.0,1.0]",41024,1.332733503885853,1.2273267162747103,0.0384343554508811,0.0206971507053133,68291.28610634897,6.798886856305601,94.77687404335296,2.228564346555212,-1.0,0.311,4.287043853323426,0.0,0.0,0.0,0.0
"[1.81902, -0.4131, 9.88418e-05]","[0.0, 4946962.0, 6560342.0]","[0.0,0.5,1.0]",18378,1.4304586747597436,1.4030819953735318,0.022070107332114,0.0446392046767676,18906.38814281142,2.301614842869044,334.7477184229823,2.7445137155454487,-1.0,0.876,4.100471429964512,0.0,0.0,0.0,0.0
"[3.08695, 0.00750357]","[0.0, 63579260.0]","[0.0,1.0]",46535,1.203107494707342,1.1050464791595824,0.0380812281990272,0.0183312599709953,107379.1888024148,10.095029844563252,62.59880081126371,0.8135510311015176,0.891,0.891,1.4293862412703464,0.07047235245539847,0.0,0.0,0.0
"[2.36876, -1.13081, -1.17268, 2.24481]","[0.0, 5951179.0, 4617251.0, 254198.6]","[0.0,0.5,0.5,0.0]",50421,1.627886664776651,1.0272959622936642,0.042512026854982,0.0164609588945117,172049.90379901024,15.351739610041625,27.320080302748536,0.5092434129606197,1.811,1.811,1.0938152583070575,0.7728915972372267,0.0,0.0,0.0
"[2.10324, -0.262352, 0.00301284]","[0.0, 9196934.0, 9595584.0]","[0.0,0.5,1.0]",17738,1.5275786306133403,1.348506602760711,0.0339146061248085,0.0146960742021547,18473.5167426488,2.258184682056585,335.08986560517866,8.532134097804263,-1.0,0.869,13.131186776713287,0.0,0.0,0.0,0.0
"[2.06688, -1.53544, 8.02221e-05]","[0.0, 7377277.0, 11506120.0]","[0.0,0.5,1.0]",26308,1.2841872566524672,1.1920751771093636,0.0318488147863254,0.0027200573845838,29720.556649565944,3.3495475837279,265.0352271281502,2.795827226887704,-1.0,0.73,5.306477294135904,0.0,0.0,0.0,0.0
"[1.56395, -0.251466, 0.000827488]","[0.0, 8137536.0, 8816619.0]","[0.0,0.5,1.0]",24357,1.3259492402536108,1.2282425144360776,0.0311757542176447,0.0386957880975904,26872.018772761945,3.079284131602072,280.1197552388692,5.52142803869784,-1.0,1.227,7.441122452499436,0.0,0.0,0.0,0.0
"[1.55594, 1.26471e-05, -0.190249]","[0.0, 20285450.0, 16877190.0]","[0.0,1.0,0.5]",37077,1.8765677543515968,1.7463342291332915,0.0166250510611537,0.0311033109473206,54518.3978866813,5.599648177976958,70.15136542777968,1.7616415005582515,-1.0,1.573,2.19742446636295,0.7684102667932662,0.0,0.0,0.0
"[-0.592747, 2.07973, 0.00100036]","[6217998.0, 0.0, 7109755.0]","[0.5,0.0,1.0]",11742,1.7395412727460418,1.5957261456939766,0.0045708885205251,0.0455850240087433,13202.98422649414,1.7156289732726269,353.9239260162849,10.374327216726195,-1.0,0.664,16.962825612017404,0.0,0.0,0.0,0.0
"[2.72062, -0.330952, 0.00294976]","[0.0, 6577924.0, 7145451.0]","[0.0,0.5,1.0]",46600,1.4217373124841717,1.2090321767439904,0.040670818408313,0.0160423241003297,113971.66010881869,10.63989711648512,46.69087351564151,0.3292406515526853,-1.0,0.744,0.5430594752684732,0.19024918569688457,0.0,0.0,0.0
